Time,Entity,Errors,Data
14:07:03,khach_hang,"ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]); sdt: Phải gồm 9-11 chữ số (regex: ^[0-9]{9,11}$); thanh_pho: Không thuộc danh sách (Cần Thơ, Huế, Hà Nội, Hải Phòng, Hồ Chí Minh, Đà Nẵng); email: Sai định dạng (regex: ^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$)",ho_ten=Nguyen Amh* | sdt=123 | email=test@ | thanh_pho=hanoi
14:07:03,khach_hang,ho_ten: Chứa số (regex: \d); ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]); email: Không rỗng,ho_ten=Lê Hạnh2313 | sdt=961562977 | email= | thanh_pho=Đà Nẵng
14:07:03,khach_hang,"ho_ten: Chứa số (regex: \d); ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]); ho_ten: Lặp ký tự ≥3 lần (ví dụ: aaa, hhh); email: Không rỗng",ho_ten=Vũ Minh8888 | sdt=921081371 | email= | thanh_pho=Hồ Chí Minh
14:07:03,khach_hang,"id: Không dùng ID test (0, 123, 999)",ho_ten=Nguyễn Nga | sdt=915569744 | email=user123@example.com | thanh_pho=Hồ Chí Minh
14:07:04,khach_hang,ho_ten: Không rỗng,ho_ten= | sdt=932063477 | email=user415@example.com | thanh_pho=Hải Phòng
14:07:04,khach_hang,ho_ten: Chứa số (regex: \d); ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]),ho_ten=dyge347434 | sdt=958213980 | email=user416@example.com | thanh_pho=Cần Thơ
14:07:04,khach_hang,ho_ten: Không rỗng,ho_ten= | sdt=0900001002 | email=error2@gmail.com | thanh_pho=Hồ Chí Minh
14:07:04,khach_hang,ho_ten: Chứa số (regex: \d); ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]),ho_ten=Lê Thị Nga123 | sdt=0900001003 | email=error3@gmail.com | thanh_pho=Đà Nẵng
14:07:04,khach_hang,ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]),ho_ten=Nguyễn @An | sdt=0900001004 | email=error4@gmail.com | thanh_pho=Hải Phòng
14:07:04,khach_hang,"ho_ten: Có khoảng trắng liên tiếp (regex: \s{2,})",ho_ten=Lê  Thị Mai | sdt=0900001009 | email=error9@gmail.com | thanh_pho=Hải Phòng
14:07:04,khach_hang,"ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]); ho_ten: Lặp ký tự ≥3 lần (ví dụ: aaa, hhh)",ho_ten=@@@ | sdt=0900001010 | email=error10@gmail.com | thanh_pho=Cần Thơ
14:07:04,khach_hang,ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]),ho_ten=Nam 😀 Hihi | sdt=0900001019 | email=error19@gmail.com | thanh_pho=Đà Nẵng
14:07:04,khach_hang,ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]),ho_ten=Nguyễn\tHằng | sdt=0900001017 | email=error17@gmail.com | thanh_pho=Cần Thơ
14:07:04,khach_hang,ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]),ho_ten=Lê\nThanh | sdt=0900001018 | email=error18@gmail.com | thanh_pho=Hải Phòng
14:07:04,khach_hang,"ho_ten: Có khoảng trắng liên tiếp (regex: \s{2,}); ho_ten: Lặp ký tự ≥3 lần (ví dụ: aaa, hhh)",ho_ten=Nguyễn  Văn    A | sdt=0900001020 | email=error20@gmail.com | thanh_pho=Hải Phòng
14:07:04,khach_hang,ho_ten: Chứa số (regex: \d); ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]),ho_ten=Trung123 | sdt=0900001021 | email=error21@gmail.com | thanh_pho=Hải Phòng
14:07:04,khach_hang,ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]),ho_ten=Trần @@ Nam | sdt=0900001022 | email=error22@gmail.com | thanh_pho=Hà Nội
14:07:04,khach_hang,ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]),ho_ten=-Nam | sdt=0900001025 | email=error25@gmail.com | thanh_pho=Cần Thơ
14:07:04,khach_hang,ho_ten: Chứa ký tự đặc biệt không cho phép (regex: [^A-Za-zÀ-Ỵà-ỹ\s]),ho_ten=Nguyễn_Văn_A | sdt=0900001026 | email=error26@gmail.com | thanh_pho=Hà Nội
14:07:04,loai_mon,ten_loai: Không rỗng,ten_loai= | mo_ta=Sản phẩm dành cho đồ ăn nhanh
14:07:04,loai_mon,ten_loai: Không rỗng,ten_loai= | mo_ta=Mô tả lỗi
14:07:04,loai_mon,"ten_loai: Độ dài 2-100 ký tự, cho phép chữ, số, dấu (regex: ^[A-Za-zÀ-Ỵà-ỹ0-9\s\-,\.()]{2,200}$)",ten_loai=@@Ăn tối | mo_ta=Lỗi ký tự
14:07:04,mon,"ten_san_pham: Độ dài 2-200 ký tự, cho phép chữ, số, dấu (regex: ^[A-Za-zÀ-Ỵà-ỹ0-9\s\-,\.()]{2,200}$); gia: Phải là số dương (regex: ^\d+(\.\d+)?$)",gia=abc
14:07:04,mon,"ten_san_pham: Độ dài 2-200 ký tự, cho phép chữ, số, dấu (regex: ^[A-Za-zÀ-Ỵà-ỹ0-9\s\-,\.()]{2,200}$)",gia=26138
14:07:04,mon,"ten_san_pham: Độ dài 2-200 ký tự, cho phép chữ, số, dấu (regex: ^[A-Za-zÀ-Ỵà-ỹ0-9\s\-,\.()]{2,200}$)",gia=40103
14:07:04,mon,"ten_san_pham: Độ dài 2-200 ký tự, cho phép chữ, số, dấu (regex: ^[A-Za-zÀ-Ỵà-ỹ0-9\s\-,\.()]{2,200}$)",gia=115506
14:07:04,mon,"ten_san_pham: Độ dài 2-200 ký tự, cho phép chữ, số, dấu (regex: ^[A-Za-zÀ-Ỵà-ỹ0-9\s\-,\.()]{2,200}$)",gia=109861
14:07:04,mon,"ten_san_pham: Độ dài 2-200 ký tự, cho phép chữ, số, dấu (regex: ^[A-Za-zÀ-Ỵà-ỹ0-9\s\-,\.()]{2,200}$)",gia=55989
14:07:04,mon,"ten_san_pham: Độ dài 2-200 ký tự, cho phép chữ, số, dấu (regex: ^[A-Za-zÀ-Ỵà-ỹ0-9\s\-,\.()]{2,200}$)",gia=22137
14:07:04,mon,"ten_san_pham: Độ dài 2-200 ký tự, cho phép chữ, số, dấu (regex: ^[A-Za-zÀ-Ỵà-ỹ0-9\s\-,\.()]{2,200}$)",gia=70546
14:07:04,mon,"ten_san_pham: Độ dài 2-200 ký tự, cho phép chữ, số, dấu (regex: ^[A-Za-zÀ-Ỵà-ỹ0-9\s\-,\.()]{2,200}$)",gia=71684
14:07:04,mon,ten_san_pham: Không rỗng,gia=60200
